A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,heat capacity
3.24614,0.77684,0.73353,3.4039,83.93,-0.2278,0.0335,0.2613,1619.9028,0.181215,36.628
2.3064,1.47014,1.16067,2.3703,82.22,-0.2012,0.0666,0.2679,1189.8617,0.191946,36.936
2.34489,1.73038,1.43277,2.3164,76.81,-0.2481,0.0633,0.3114,1030.6475,0.184901,32.103
3.12436,1.28576,0.97528,2.7257,74.11,-0.2544,-0.0641,0.1903,1153.9103,0.11137,30.744
2.83081,1.30682,1.17182,3.2351,80.1,-0.2219,0.0194,0.2413,1138.9261,0.158731,33.213
3.62132,1.06592,0.9161,4.1502,79.94,-0.2443,-0.0001,0.2442,1262.4617,0.134651,32.994
3.8029,0.94104,0.78342,1.7872,68.51,-0.2592,-0.0452,0.2141,1381.4649,0.12147,32.113
2.22466,1.98468,1.27792,0.9441,86.96,-0.2048,0.0887,0.2935,1089.8884,0.19264,35.542
1.86151,1.6834,1.23858,1.5427,86.45,-0.2426,0.0725,0.315,1189.8673,0.203657,38.835
2.2823,1.72884,1.37495,1.5741,75.96,-0.2118,0.0284,0.2401,1032.0526,0.158489,34.743
2.96651,1.28538,1.06604,1.7494,82.87,-0.2549,0.0737,0.3286,1210.3007,0.181391,34.24
2.50839,1.41892,1.08025,3.9271,71.95,-0.2564,-0.0415,0.2149,1122.5401,0.122914,30.793
2.07702,1.54587,1.36702,1.8775,78.28,-0.2462,0.0679,0.3142,1112.0943,0.181192,36.93
2.95465,1.31422,1.07727,3.8829,75.5,-0.2378,-0.0039,0.2339,1143.2306,0.136038,32.144
2.69171,1.22704,0.99824,3.1144,77.02,-0.2401,-0.0322,0.2079,1249.4094,0.156293,33.929
3.08742,1.27864,1.06999,1.1688,78.86,-0.2316,0.0317,0.2633,1161.8617,0.145766,33.774
2.61941,1.61026,1.38453,1.4187,82.05,-0.2382,0.0723,0.3105,1048.3881,0.184076,32.608
3.28965,1.34419,1.21378,2.8112,76.42,-0.2557,0.0236,0.2793,1093.1557,0.148403,29.813
2.45898,1.59071,1.27177,1.7786,82.86,-0.2205,0.0899,0.3104,1125.1002,0.180963,34.807
3.01317,1.36202,1.12295,1.2903,83.16,-0.2498,0.0783,0.3281,1183.4952,0.181492,34.459
5.40643,1.11569,1.10803,0.8324,80.91,-0.2129,0.0824,0.2953,1165.8847,0.159661,30.16
2.20834,1.9189,1.6638,1.9376,65.73,-0.2546,0.0148,0.2694,895.237,0.112135,29.522
2.9881,2.06236,1.66132,1.195,77.25,-0.1819,0.0751,0.257,883.4194,0.162234,27.711
3.48601,1.82246,1.66634,2.0765,76.33,-0.203,-0.0243,0.1787,854.1687,0.137684,26.982
2.53106,2.12849,1.56466,4.6696,70.41,-0.2273,0.0236,0.251,891.489,0.137713,28.699
2.37166,1.94664,1.40441,0.8978,74.65,-0.2376,0.0775,0.315,988.1786,0.159691,31.411
3.86979,1.2553,1.16858,1.8691,85.06,-0.2302,0.0224,0.2526,1116.9301,0.147355,31.422
2.45852,1.53505,1.45867,1.756,75.37,-0.2519,0.0649,0.3167,1036.7532,0.15782,33.688
2.36613,1.78622,1.19949,2.1655,72.75,-0.2366,-0.0363,0.2003,1037.7153,0.134072,29.792
2.33436,1.90137,1.27938,4.4313,69.34,-0.2454,-0.0213,0.2241,979.7304,0.124008,29.397
2.57199,1.62402,1.26809,0.3237,88.91,-0.2446,0.0894,0.334,1122.9426,0.207929,33.861
2.69809,1.69614,1.37436,0.9884,85.53,-0.2059,-0.0387,0.1672,1042.1562,0.170175,32.62
3.79637,1.38564,1.18799,1.1046,78.66,-0.2091,0.0759,0.2849,1083.3318,0.1736,30.224
2.59578,1.97629,1.57815,1.0906,83.5,-0.195,0.0108,0.2057,948.4743,0.171599,31.118
2.57608,1.47747,1.22285,0.8796,87.79,-0.2284,0.0122,0.2406,1108.2037,0.158827,33.377
2.22559,1.61664,1.20821,4.809,72.85,-0.2869,-0.0127,0.2743,1056.8814,0.112182,29.751
2.49128,1.51843,1.244,3.0806,67.69,-0.2537,0.0053,0.259,1053.2832,0.135022,31.489
2.77769,1.26108,1.15102,0.1162,91.58,-0.2548,0.0735,0.3282,1257.0359,0.229604,37.833
2.13861,1.48712,1.25351,4.9341,81.53,-0.2571,0.0105,0.2676,1129.1099,0.158781,33.552
2.79225,1.46679,1.25126,3.0455,74.81,-0.2363,-0.0043,0.2321,1066.157,0.159718,32.158
2.24228,1.42907,1.22228,4.239,81.18,-0.2297,0.0273,0.257,1153.2366,0.169994,34.136
1.9748,1.67943,1.22432,3.5047,74.72,-0.262,0.0051,0.267,1085.4148,0.136114,31.642
2.03079,1.68108,1.40669,1.4677,79.22,-0.2374,0.0641,0.3015,1088.9786,0.17929,37.456
2.4934,1.50588,1.24635,1.27,77.99,-0.2486,0.0752,0.3239,1107.19,0.182841,34.974
2.13906,1.63832,1.22851,4.3173,63.19,-0.2533,-0.0406,0.2127,1034.4338,0.109981,30.49
3.33584,1.38949,1.25403,4.2619,73.3,-0.2665,-0.01,0.2566,1045.8207,0.135531,29.169
2.77438,1.60182,1.30651,4.9226,71.81,-0.2257,0.0118,0.2375,1023.8908,0.14921,29.481
2.89999,1.5618,1.32992,2.7614,67.86,-0.2685,0.0304,0.2988,972.2736,0.125621,28.736
3.56816,1.28424,1.07392,4.5173,81.16,-0.2466,0.0137,0.2603,1160.5627,0.159045,33.109
3.63556,0.94232,0.89421,0.7822,89.29,-0.2563,0.0594,0.3157,1410.2094,0.182049,34.537
2.08458,1.88216,1.74842,1.1995,75.42,-0.243,0.016,0.259,948.0129,0.161503,30.17
2.06386,1.77586,1.28494,2.2411,78.82,-0.247,0.0823,0.3292,1094.3716,0.169958,33.826
2.30743,1.93468,1.18265,3.8402,73.95,-0.2433,-0.0775,0.1659,1036.6257,0.136666,30.071
2.44056,1.435,1.30566,2.727,75.54,-0.2753,0.0256,0.3009,1075.655,0.146227,32.941
2.81811,1.28173,1.03171,1.5536,81.98,-0.2456,0.0676,0.3132,1231.73,0.183022,33.516
2.6316,1.85602,1.39616,3.2992,66.07,-0.2515,0.0464,0.298,954.0394,0.135294,30.234
2.15119,1.61552,1.27796,0.2079,90.97,-0.2602,0.0776,0.3377,1174.7371,0.229625,38.03
2.37459,1.78273,1.21604,3.1113,79.65,-0.252,0.0315,0.2835,1078.4991,0.172835,31.986
3.12464,1.46792,1.38082,0.9143,86.14,-0.2017,0.0923,0.294,1081.0243,0.195708,32.636
3.66236,1.37998,1.29911,2.3174,77.81,-0.2332,0.084,0.3172,1057.384,0.173325,30.529
2.87295,1.53291,1.20635,1.8174,76.69,-0.2323,-0.0305,0.2018,1059.7584,0.147174,30.347
3.86081,1.66069,1.52954,1.8,70.83,-0.2376,-0.0004,0.2373,889.7883,0.138883,26.769
3.00871,1.80198,1.54926,1.568,80.02,-0.2397,0.0921,0.3317,957.0972,0.187292,28.844
2.43025,1.63136,1.44921,0.1907,87.37,-0.2515,0.0714,0.3228,1070.8243,0.208939,32.651
2.49576,1.84647,1.32124,3.2895,68.6,-0.2403,-0.0361,0.2042,970.1175,0.124743,28.209
2.9904,1.50112,1.3121,2.9635,66.11,-0.2419,0.0116,0.2535,995.402,0.125103,28.907
2.43971,1.88861,1.50658,2.7798,66.94,-0.2473,-0.0307,0.2165,926.8771,0.137559,28.598
2.67775,1.40223,1.16013,2.6313,73.21,-0.2391,0.0169,0.2561,1122.2444,0.14704,33.172
3.03164,1.53583,1.49184,2.9642,63.37,-0.2431,0.0015,0.2446,931.2874,0.127681,27.263
2.16293,1.65402,1.27035,1.8094,75.51,-0.2401,-0.027,0.2131,1093.8195,0.157453,33.116
2.57782,1.50217,1.11341,0.3516,91.43,-0.2229,0.0315,0.2544,1204.1942,0.20697,34.777
2.55453,1.77691,1.48054,3.0867,73.34,-0.2317,0.0725,0.3042,967.7549,0.162043,29.705
2.55877,1.42552,1.20101,1.9132,85.87,-0.2235,0.0418,0.2653,1141.8894,0.170835,34.156
2.20602,1.72643,1.45778,2.5694,70.52,-0.2314,0.082,0.3133,1015.0202,0.159411,32.448
2.55276,1.52198,1.09883,1.7433,84.46,-0.2308,0.013,0.2438,1194.1961,0.180998,35.529
3.29728,1.19004,0.92055,0.5421,74.94,-0.2446,-0.0857,0.1589,1230.3335,0.124495,30.697
2.31852,1.93169,1.1786,4.5565,68.15,-0.2426,-0.0617,0.1809,1001.0004,0.111781,29.311
3.17367,1.38549,1.10165,1.963,80.58,-0.2239,0.0123,0.2362,1146.1895,0.171482,33.252
3.08145,1.38933,1.11958,3.0719,77.92,-0.241,0.0088,0.2499,1133.3813,0.158524,33.08
2.55589,1.5811,1.21898,1.0246,83.98,-0.2286,0.0047,0.2333,1076.6167,0.147462,32.495
2.94237,1.73058,1.46349,2.4811,67.85,-0.248,-0.0028,0.2452,931.0118,0.138452,28.027
2.32961,1.71182,1.09879,10.5232,73.5,-0.188,-0.042,0.146,1084.0566,0.136509,31.272
2.85932,1.42234,1.07824,5.8486,74.75,-0.2438,-0.0046,0.2392,1111.8732,0.137395,31.088
2.29862,1.54713,0.97179,4.4268,78.33,-0.2182,-0.0178,0.2004,1193.1346,0.147386,34.461
2.00481,1.61767,1.22744,2.6809,72.45,-0.2425,0.0046,0.2471,1087.8977,0.121282,34.487
2.56306,1.21079,0.86189,2.2357,79.39,-0.2324,-0.0294,0.203,1316.4287,0.144537,34.212
2.50009,1.78509,1.30173,4.0263,71.6,-0.2332,0.0157,0.2489,1011.9223,0.149759,29.837
1.77776,1.6759,0.91521,3.306,78.9,-0.2424,-0.0173,0.2252,1275.1386,0.158485,33.77
2.49358,1.37867,1.04943,4.4377,72.63,-0.2462,-0.0404,0.2058,1163.3271,0.147324,32.132
2.87816,1.41953,1.15784,1.1793,66.47,-0.2522,-0.0306,0.2216,1059.7674,0.124385,30.351
2.52018,1.36382,1.0547,1.2983,78.13,-0.2411,0.0465,0.2876,1169.1745,0.146604,33.658
2.52864,1.24445,1.19382,5.771,76.44,-0.2403,0.0027,0.243,1154.335,0.135615,33.717
2.69859,1.37749,1.22153,1.7498,73.61,-0.2385,0.073,0.3115,1114.4932,0.17097,34.825
1.99678,1.54,1.35546,3.0747,78.51,-0.2479,-0.0367,0.2113,1127.1491,0.18051,36.575
2.55964,1.27208,0.91113,4.8343,83.3,-0.2259,0.0028,0.2287,1304.8883,0.158644,33.679
2.35402,1.36279,1.10966,2.347,80.02,-0.2498,0.0524,0.3022,1225.2087,0.205904,37.829
1.96345,1.64847,1.14155,0.8038,65.9,-0.2622,-0.0513,0.2109,1099.8348,0.133972,33.353
2.55,1.45673,1.23256,2.5105,78.94,-0.2222,0.0677,0.29,1135.9309,0.181888,34.932
7.92138,0.5847,0.57148,1.5491,101.17,-0.2363,-0.0105,0.2258,1943.7283,0.157711,35.191
3.57861,1.01766,0.84268,3.407,82.23,-0.2377,0.0382,0.276,1410.0262,0.170955,33.294
1.9434,1.68612,1.24896,4.5829,76.34,-0.2395,-0.0351,0.2043,1100.1855,0.156957,33.277
4.80154,0.82576,0.75209,1.0282,83.24,-0.2476,0.0097,0.2573,1498.5688,0.158434,34.17
3.26247,0.99934,0.86731,1.226,72.21,-0.2533,-0.0284,0.2248,1334.5053,0.158742,33.498
5.46283,0.64376,0.61155,3.7849,85.14,-0.2486,0.0341,0.2827,1859.7863,0.194211,35.797
2.83833,1.16678,0.99112,2.7554,81.61,-0.2536,-0.0658,0.1878,1256.2138,0.144588,35.64
2.89651,1.06579,1.01234,5.7531,68.25,-0.2445,0.0269,0.2714,1250.3902,0.147571,33.516
2.23323,1.30402,0.95737,3.3025,79.53,-0.2672,0.0132,0.2805,1261.7139,0.133902,34.447
2.15328,1.47145,1.11265,1.6434,82.99,-0.2316,0.0789,0.3105,1231.7595,0.191979,36.744
3.02332,1.3714,1.13325,0.8852,80.45,-0.2079,0.0648,0.2727,1139.1292,0.169915,33.435
3.25845,1.31925,1.21739,1.5043,81.94,-0.2123,0.0234,0.2357,1100.4029,0.160023,31.517
3.11198,1.18536,0.99403,4.5262,79.97,-0.2311,0.026,0.2571,1263.5241,0.158286,33.422
2.71655,1.40198,1.18993,1.313,82.56,-0.2335,0.0707,0.3042,1146.8873,0.181994,34.548
2.35234,1.45245,1.21546,1.3274,83.63,-0.2323,0.0312,0.2635,1150.2233,0.182396,34.673
2.73286,1.31355,1.11416,1.7934,83.21,-0.2493,0.0708,0.3201,1205.8115,0.181493,34.15
2.33514,1.44915,1.05785,0.2604,93.01,-0.2095,0.0356,0.245,1261.786,0.205865,36.25
3.33201,1.17843,1.01395,1.4661,82.67,-0.2391,0.078,0.3171,1267.9532,0.196108,33.786
2.49436,1.09994,0.96679,2.2318,82.5,-0.2418,-0.02,0.2217,1326.616,0.156452,35.64
2.28363,1.22369,0.986,3.4608,79.94,-0.2359,-0.0291,0.2067,1269.1426,0.143902,34.995
2.22951,1.45311,1.18291,0.6185,82.28,-0.2239,0.0318,0.2557,1147.6333,0.157588,34.794
2.67082,1.08323,0.91559,2.572,87.23,-0.2102,0.0693,0.2796,1412.5216,0.204492,38.026
3.33929,1.0621,0.8835,3.1737,82.04,-0.2544,0.0132,0.2677,1336.56,0.158731,33.273
2.76762,1.38856,1.06437,3.5417,73,-0.2529,0.0303,0.2832,1154.1388,0.147181,31.881
4.26621,0.68616,0.6308,1.4912,94.51,-0.2307,-0.0131,0.2176,1760.0078,0.145211,35.112
4.66901,0.76754,0.72015,2.5023,79.91,-0.244,0.0798,0.3238,1638.2875,0.181324,33.969
3.3099,0.80496,0.73606,4.7054,76.96,-0.2315,0.0089,0.2404,1558.1668,0.15952,33.856
2.58568,1.55539,1.20453,3.0941,68.16,-0.2652,-0.0034,0.2618,1063.0267,0.135047,31.3
2.0985,1.64557,1.11241,1.141,85.16,-0.2417,0.0727,0.3144,1203.2705,0.204925,37.172
2.93386,1.41602,1.10681,4.3585,73.18,-0.2354,0.0266,0.2621,1118.4066,0.147822,32.199
3.0427,1.42491,1.17533,2.4439,72.9,-0.2465,-0.0003,0.2461,1094.4477,0.147544,31.62
4.37065,0.9262,0.87879,3.562,80.53,-0.2191,0.0299,0.249,1364.254,0.159066,32.684
3.65,1.20173,1.1021,4.1187,76.45,-0.2779,0.0277,0.3056,1125.5337,0.149631,30.507
3.22806,1.35786,1.1309,1.1844,78.44,-0.2327,0.0793,0.312,1139.5598,0.171722,31.765
4.43576,1.00896,0.97137,1.1616,82.53,-0.2431,0.0776,0.3207,1290.9894,0.18288,33.072
3.86676,1.15049,1.062,2.6513,77.82,-0.2379,0.006,0.2438,1199.3509,0.158794,31.343
2.92389,1.46836,1.29727,2.7771,76.51,-0.2394,0.0612,0.3007,1060.1963,0.158562,32.051
2.98395,1.7533,1.56997,1.5035,79.67,-0.2067,0.0607,0.2674,943.9086,0.160247,29.867
2.87023,1.67786,1.35515,1.1647,84.52,-0.2235,0.0141,0.2377,1021.6029,0.173216,30.685
2.22629,1.51807,1.31918,2.6261,79.24,-0.2296,0.0672,0.2967,1116.4475,0.18035,37.576
2.08997,1.35477,1.1944,2.7148,77.35,-0.2374,-0.0216,0.2158,1167.9467,0.157342,34.159
2.54125,1.43496,1.13776,3.7009,75.87,-0.2311,-0.0331,0.198,1150.015,0.157929,32.593
3.41518,1.32227,1.05261,2.876,74.71,-0.2375,-0.0488,0.1887,1111.987,0.136932,29.401
2.40475,2.06488,1.40743,3.6662,67.82,-0.2273,-0.0088,0.2185,920.793,0.125314,27.866
2.44946,1.93382,1.43535,2.052,73.35,-0.2396,0.0644,0.304,961.9811,0.160472,31.531
3.47583,1.55091,1.41103,2.5872,72.85,-0.2388,0.0715,0.3103,965.7965,0.162561,28.49
2.59455,1.78903,1.64558,3.0423,73.09,-0.2446,0.0736,0.3182,929.5534,0.161866,28.994
2.02854,1.61417,1.59009,2.6469,75.17,-0.2346,-0.0187,0.2159,1028.1931,0.15747,33.636
2.33634,1.70235,1.18828,4.3541,75.2,-0.2676,-0.0015,0.266,1068.9566,0.147947,30.72
3.22567,1.44036,1.3731,0.3618,67.02,-0.258,-0.0309,0.2271,981.7768,0.13732,28.832
2.56836,1.83036,1.49959,1.362,75.29,-0.2463,0.0552,0.3015,953.9255,0.16069,29.982
2.24549,2.04338,1.45891,2.6463,71,-0.263,0.021,0.284,960.8419,0.150106,28.999
2.55411,1.56985,1.41109,1.2586,83.24,-0.2291,0.0176,0.2467,1071.9049,0.183869,32.534
2.24434,1.74242,1.27006,3.2996,81.26,-0.2414,0.0671,0.3084,1101.9584,0.195406,35.211
2.34674,1.53403,1.01291,0.9776,77.15,-0.2392,-0.0015,0.2377,1188.3941,0.159232,32.676
2.65183,1.46857,1.1458,3.9175,80.06,-0.2266,0.0301,0.2566,1131.0308,0.172234,32.193
2.73125,1.42443,1.0268,1.5568,75.8,-0.2473,0.0027,0.25,1157.6309,0.160586,31.501
3.18276,1.57245,1.32843,1.7953,75.23,-0.2362,0.0689,0.3051,1000.6858,0.160911,29.83
2.26143,1.86703,1.21914,2.9797,79.37,-0.2528,0.0246,0.2774,1074.9041,0.172878,31.342
2.18052,1.65057,1.2658,2.8467,77.27,-0.2366,0.0074,0.244,1065.189,0.15002,31.383
2.76467,1.3201,1.11019,1.774,84.71,-0.2388,0.0775,0.3163,1230.9249,0.206461,34.944
2.08605,1.67012,1.47492,2.2954,77.32,-0.2411,0.0717,0.3128,1061.9866,0.182738,34.033
2.7176,1.20937,0.88713,1.3416,88.47,-0.2319,0.0273,0.2592,1385.1454,0.205722,37.412
4.59222,0.86531,0.80543,4.6224,68.02,-0.2633,-0.0246,0.2387,1393.5174,0.123548,30.3
2.37611,1.66222,1.05397,1.7509,69.63,-0.2626,-0.0386,0.224,1103.9807,0.135712,31.662
2.60609,1.48829,1.10663,1.1303,83.99,-0.225,0.0206,0.2456,1166.535,0.183374,34.369
2.12007,1.74566,1.24264,2.4378,81.81,-0.2413,0.0343,0.2756,1123.8205,0.194066,36.2
2.73213,1.31053,0.94664,3.8452,69.11,-0.2364,-0.075,0.1614,1195.5756,0.135269,31.525
2.2407,1.83585,1.12907,4.8441,72.61,-0.2319,-0.0213,0.2106,1072.8812,0.148056,31.754
2.5058,1.46789,1.0719,3.9603,72.32,-0.2668,-0.0505,0.2163,1133.3496,0.135956,31.52
2.61947,1.32693,0.94026,3.1963,83.42,-0.2174,-0.0124,0.2049,1292.2948,0.194482,35.192
5.00876,0.99751,0.85656,5.6182,69.18,-0.2775,-0.0496,0.2279,1261.6257,0.113397,29.505
2.99023,1.22625,1.12991,4.955,74.97,-0.2459,0.0362,0.2822,1152.4333,0.160128,33.971
2.44644,1.44339,1.04676,3.8558,75.42,-0.225,0.0139,0.2389,1206.0681,0.171605,33.913
2.83426,1.42324,1.13438,1.9944,77.76,-0.2403,0.0764,0.3167,1148.6198,0.183425,33.898
3.14597,1.14351,0.94055,4.139,76.41,-0.2378,0.0277,0.2655,1269.969,0.171308,34.181
4.28283,0.8277,0.75621,1.145,79.35,-0.2468,-0.0352,0.2116,1495.5943,0.158202,33.197
2.78834,1.24655,1.14055,3.0894,77.83,-0.2424,0.0789,0.3213,1203.6945,0.180593,35.084
3.11891,1.18756,1.01921,3.1322,75.62,-0.2358,-0.0224,0.2134,1216.1374,0.157175,32.737
2.53057,1.44163,1.20143,2.4634,79.63,-0.2358,-0.0224,0.2134,1135.6062,0.170531,33.36
3.80026,0.81728,0.72653,2.886,84.6,-0.2415,-0.0255,0.216,1518.222,0.109852,32.396
3.0485,0.95415,0.83693,3.0837,75.27,-0.241,0.0374,0.2784,1424.8229,0.169968,36.023
3.30123,1.36353,1.18821,0.6776,78.12,-0.2449,0.0711,0.316,1119.0679,0.183321,33.476
2.73535,1.31717,1.13055,1.6205,77.42,-0.2546,0.065,0.3196,1173.4372,0.182129,34.903
2.754,1.55089,1.18095,1.4525,83.88,-0.2324,0.0183,0.2507,1116.6633,0.184806,31.662
2.83657,1.62394,1.31156,2.2205,80.69,-0.228,0.0679,0.2958,1050.6114,0.184865,30.666
2.47329,1.55881,1.1788,0.903,82.23,-0.2429,0.0449,0.2879,1108.1639,0.158767,33.237
2.14111,1.84304,1.31858,2.3512,81.25,-0.2127,0.0605,0.2732,1080.2666,0.195895,34.471
2.51682,1.62963,1.3693,1.5614,83.73,-0.2378,0.077,0.3148,1081.4864,0.20969,32.363
2.07817,1.65014,1.1025,1.5247,87.43,-0.2341,0.0245,0.2587,1214.1752,0.206515,36.944
2.19055,1.49555,0.93602,1.9415,76.85,-0.2449,0.0126,0.2575,1256.9734,0.171219,33.957
2.242,1.69677,1.02032,4.8219,72.93,-0.2318,-0.0754,0.1565,1153.531,0.147511,32.063
3.06366,1.21397,0.92508,4.4378,76.16,-0.2326,0.0209,0.2534,1277.4642,0.17254,33.172
2.22413,1.49073,1.05659,2.1573,81.16,-0.2544,0.0673,0.3217,1233.1439,0.206988,36.92
2.16868,1.60345,1.29839,1.5795,76.47,-0.2452,0.0487,0.2939,1078.511,0.157322,35.383
2.49772,1.35089,0.97159,1.516,85.53,-0.2368,0.0826,0.3194,1298.6262,0.20659,34.941
2.70841,1.45572,1.09416,1.4899,78.97,-0.2484,0.0893,0.3377,1178.5047,0.182879,33.421
2.18091,1.66544,0.99995,1.2172,77.9,-0.2373,0.0172,0.2545,1218.2807,0.170514,33.813
2.16385,1.72624,1.16032,4.1224,75.03,-0.2149,0.0104,0.2253,1112.5753,0.172262,32.57
2.01733,1.6947,1.19704,4.374,78.8,-0.2632,0.0349,0.2981,1128.8127,0.172406,32.848
2.28691,1.53649,1.0334,3.2191,83.64,-0.2499,0.0349,0.2848,1227.8832,0.196345,34.272
2.16727,1.44302,1.01066,1.5107,81.66,-0.2427,0.0829,0.3256,1260.6816,0.207868,35.313
2.7668,1.10833,0.89027,3.2302,67.51,-0.2847,-0.0638,0.221,1287.0785,0.098473,32.622
2.30246,1.49122,0.91532,2.0911,82.08,-0.2544,-0.0698,0.1846,1245.9739,0.135313,32.439
3.01782,1.27044,1.06073,2.4692,82.61,-0.2411,0.0322,0.2733,1230.1211,0.169983,33.651
3.54205,1.33173,1.26163,2.9077,74.59,-0.2412,0.0228,0.2639,1075.5842,0.149429,28.991
2.51773,1.15952,1.14752,2.2012,76.07,-0.2541,-0.0381,0.216,1219.7138,0.145001,33.71
2.35128,1.35679,0.91213,2.7021,86.35,-0.2376,0.0273,0.2649,1347.5397,0.194435,35.409
3.51558,1.08888,0.84,1.3931,77.49,-0.2519,-0.0289,0.223,1333.7909,0.124794,29.582
7.31364,0.62458,0.59779,2.8469,78.58,-0.2483,-0.0306,0.2177,1830.4334,0.144458,33.201
4.23778,0.69811,0.60162,1.3155,71.34,-0.2476,-0.0842,0.1635,1734.5165,0.098116,33.317
4.21954,0.60179,0.54062,2.4699,88.28,-0.2497,0.03,0.2797,2038.8799,0.155436,38.303
3.01448,0.78872,0.68325,0.9205,82.5,-0.2426,0.0052,0.2478,1633.7703,0.121735,34.384
2.97375,0.7068,0.63805,1.4839,94.17,-0.2185,0.042,0.2605,1896.5258,0.192266,37.843
5.46771,0.5586,0.522,5.0471,86.45,-0.2575,0.0185,0.276,2090.9364,0.158147,36.815
7.0823,0.42592,0.40929,3.8145,81.56,-0.2545,0.0197,0.2743,2546.6111,0.144851,35.443
4.32237,0.92052,0.81054,0.9806,71.75,-0.2495,-0.0683,0.1812,1427.3012,0.134161,32.36
2.74606,1.04695,0.98569,3.4855,71.94,-0.2464,0.005,0.2514,1326.4489,0.168996,38.021
3.8049,0.94161,0.81291,3.6247,82.09,-0.2137,0.0651,0.2788,1480.158,0.181724,36.971
2.19048,1.20586,0.78915,4.5273,78.06,-0.2334,-0.0594,0.1741,1439.0625,0.156359,37.294
2.41193,1.44417,0.97727,2.5928,71.24,-0.2903,-0.0097,0.2807,1191.9018,0.123112,31.859
3.02916,1.04304,1.00618,2.5946,67.36,-0.2511,-0.0458,0.2053,1244.4267,0.133367,33.875
2.32043,1.20527,0.97563,4.0863,73.87,-0.2574,-0.0371,0.2202,1266.3295,0.134419,32.869
2.92305,1.14215,0.91865,1.818,70.68,-0.251,-0.0515,0.1995,1291.9135,0.132507,32.316
4.09119,1.01484,0.92878,2.3998,64.84,-0.2618,0.0045,0.2663,1281.1423,0.135572,30.312
4.99568,0.7453,0.67183,2.6781,70.79,-0.2601,0.0013,0.2614,1669.791,0.145639,34.387
3.7333,0.86578,0.8428,4.1462,76.24,-0.2538,0.0199,0.2737,1466.8612,0.169162,36.354
6.58617,0.5091,0.48124,3.5076,86.86,-0.2367,0.0319,0.2687,2291.4469,0.168239,37.913
3.98092,0.85504,0.7792,3.915,77.39,-0.2298,0.0544,0.2842,1529.1391,0.171762,35.474
1.8974,1.17642,0.86681,2.8984,86.47,-0.2395,-0.0363,0.2032,1451.6579,0.168655,38.267
2.67329,1.07593,0.869,2.8888,70.31,-0.2505,-0.0184,0.2321,1372.4566,0.134206,34.247
2.09574,1.23207,0.98959,0.5215,91.34,-0.2585,0.0525,0.311,1369.5147,0.203183,39.846
1.49247,1.25956,0.8122,1.7274,90.77,-0.247,0.0505,0.2975,1580.1799,0.202373,41.433
2.38744,0.97537,0.86343,3.3928,85.63,-0.2474,0.0161,0.2636,1485.6766,0.156338,38.196
2.28205,1.34348,1.04098,2.3723,80.66,-0.2401,0.026,0.2661,1243.5595,0.168314,37.838
3.07248,1.04457,0.9541,2.9357,67.89,-0.2647,-0.0342,0.2305,1279.1986,0.155191,37.974
2.77153,0.82639,0.77287,0.0914,99.32,-0.2899,0.0726,0.3625,1742.5021,0.272676,46.063
2.02045,1.40854,1.13711,1.7832,79.46,-0.2386,-0.0273,0.2112,1221.13,0.179109,37.271
1.66361,1.43426,1.09278,1.9924,77.76,-0.254,0.063,0.317,1301.2891,0.202257,42.486
2.43297,1.0576,0.87897,3.6632,79.14,-0.2675,0.0063,0.2738,1403.4654,0.156531,36.522
3.32737,0.73722,0.65921,3.3441,90.22,-0.249,-0.0439,0.2051,1809.8506,0.17862,39.016
4.06566,0.78676,0.72781,1.4531,76.09,-0.2251,-0.0243,0.2008,1607.8048,0.15712,35.89
3.13011,0.76593,0.65153,0.8889,84.63,-0.2418,0.0372,0.279,1790.5019,0.178213,40.648
2.80811,0.82989,0.67803,1.1754,88.4,-0.2573,0.0547,0.312,1690.9957,0.202434,41.363
2.3384,1.08813,0.77918,2.8236,76.42,-0.2757,0.0149,0.2906,1466.881,0.167901,37.903
2.45235,1.06247,1.02356,1.4203,88.38,-0.2572,0.0671,0.3243,1404.1112,0.227517,40.366
3.20493,1.09425,0.96295,1.6549,86,-0.2307,0.0848,0.3155,1354.3302,0.204503,36.277
3.27446,0.98496,0.92265,2.7795,78.23,-0.2484,0.066,0.3144,1362.4305,0.182812,34.599
2.92341,0.85044,0.7459,3.3684,87.9,-0.244,-0.0162,0.2278,1622.7672,0.203504,38.303
2.83241,1.0045,0.79243,2.6285,86.76,-0.2359,-0.0171,0.2188,1517.9447,0.203967,37.653
3.39019,0.7483,0.68587,3.2729,73.05,-0.27,-0.0315,0.2385,1646.4543,0.144806,34.875
3.14754,0.87523,0.71815,2.0699,69.1,-0.2686,0.0035,0.2722,1558.2871,0.156716,36.483
2.46939,1.00116,0.89671,1.1458,89.55,-0.2458,0.0808,0.3266,1507.1455,0.226241,40.822
3.33084,0.74569,0.74297,2.4814,76.86,-0.2566,0.0199,0.2765,1684.0277,0.178487,38.008
4.14637,0.60553,0.55336,2.4126,76.66,-0.2497,-0.0336,0.2161,1991.7939,0.178305,38.096
2.25984,1.03224,0.932,2.8249,77.91,-0.2542,-0.0756,0.1786,1360.6843,0.131426,35.047
2.55511,1.10572,0.92304,4.032,72.43,-0.2483,-0.0179,0.2304,1328.9626,0.155834,35.433
